# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
interlude	event;measure
intermarriage	attribute
intermediation	event
interment	event;group
intermezzo	communication;event
intermission	event;measure
intermittence	attribute
intermittency	attribute
internalisation	psychological feature
internality	attribute
internalization	psychological feature
internationalisation	event
internationalism	attribute;psychological feature
internationality	attribute
internationalization	event
internment	attribute;event
internship	event
interoception	psychological feature
interoperability	attribute
interpellation	communication;event
interpenetration	event
interplay	event
interpolation	communication;event;psychological feature
interposition	event
interpretation	communication;event;psychological feature
interpreting	psychological feature
interregnum	measure
interrelatedness	relation
interrelation	relation
interrelationship	relation
interrogation	communication;event;group
interrogative	communication;group;relation
interrogatory	event
interruption	event;measure
interspersal	event
interspersion	event
intertrigo	psychological feature
interval	communication;measure;relation;set
intervention	event;psychological feature
interview	communication;event
intestacy	attribute
inti	measure
intifada	event
intifadah	event
intimacy	attribute
intimation	communication;psychological feature
intimidation	attribute;communication;event
intolerance	attribute;psychological feature
intonation	communication;event;psychological feature
intoxication	attribute
intractability	attribute
intractableness	attribute
intrados	attribute
intransigence	attribute
intransigency	attribute
intransitive	group
intransitiveness	relation
intransitivity	relation
intravasation	attribute
intrepidity	attribute
intricacy	attribute
intrigue	attribute;psychological feature
intro	communication;event
introductoriness	attribute
introit	communication
introject	psychological feature
introjection	psychological feature
intromission	event
introspection	psychological feature
introspectionism	psychological feature
introspectiveness	attribute
intrusiveness	attribute
intubation	event
intuition	psychological feature
intuitionism	psychological feature
inunction	event
inutility	attribute
invalidation	event;psychological feature
invalidism	attribute
invalidity	attribute
invalidness	attribute
invaluableness	attribute
invariability	attribute
invariable	psychological feature
invariableness	attribute
invariance	attribute
invariant	psychological feature
invasion	event
invasiveness	attribute
invective	communication
inventiveness	psychological feature
inventorying	event
inverse	relation
investigating	event
investigation	event;psychological feature
investing	event
investiture	event;group
invidia	event
invigilation	event
invigoration	attribute;event
invincibility	attribute
invisibility	attribute
invisibleness	attribute
invocation	communication;event;psychological feature
invoice	communication
involuntariness	attribute
involvement	attribute;event;relation
invulnerability	attribute
inwardness	attribute;psychological feature;relation
iontophoresis	event
iontotherapy	event
iota	communication;measure
ipsedixitism	communication
ira	event
irascibility	attribute
ire	attribute;event
iridectomy	event
iridescence	attribute
iridocyclitis	psychological feature
iridokeratitis	psychological feature
iridoncus	attribute;psychological feature
iridotomy	event
iritis	psychological feature
irony	attribute;communication
irrational	measure
irrationality	attribute
irreality	attribute
irredentism	psychological feature
irregularity	attribute;event;psychological feature
irrelevance	relation
irrelevancy	relation
irreligion	attribute
irreligiousness	attribute
irremovability	attribute
irreplaceableness	attribute
irrepressibility	attribute
irreproducibility	attribute
irresistibility	attribute
irresistibleness	attribute
irresoluteness	attribute
irresolution	attribute
irresponsibility	attribute
irresponsibleness	attribute
irreverence	event;psychological feature
irreversibility	attribute
irrevocability	attribute
irridentism	psychological feature
irrigation	event
irritability	attribute;psychological feature
irritant	psychological feature
irritation	attribute;event
ischaemia	attribute
ischemia	attribute
ism	psychological feature
isochronism	attribute
isogon	attribute
isolationism	psychological feature
isomerisation	event
isomerism	attribute
isomerization	event
isometric	communication
isometrics	event
isometropia	attribute
isometry	attribute;relation
isomorphism	attribute
isomorphy	attribute
isostasy	attribute
isosyllabism	communication
isotropy	attribute
issuance	event
issuer	group
issuing	event
italic	communication
itch	attribute;psychological feature
itchiness	psychological feature
itching	psychological feature
itemisation	event
itemization	event
iterative	relation
itineration	event
izzard	communication
j	communication
jab	event
jabber	communication
jabbering	communication
jabberwocky	communication
jabbing	event
jackpot	relation
jacks	event
jackstraws	event
jactation	attribute
jactitation	attribute;communication;event
jaggedness	attribute
jailbreak	event
jamboree	event
jamming	event
jangle	event
jape	communication
japery	event
japorn	event
jarful	measure
jati	group
jaundice	attribute;psychological feature
jaunt	event
jauntiness	attribute
jazz	communication;psychological feature
jealousy	attribute;psychological feature
jeer	communication
jeering	communication
jehad	event
jejuneness	attribute
jejunitis	psychological feature
jejunity	attribute
jejunoileitis	psychological feature
jejunostomy	event
jeremiad	event
jerkiness	attribute
jerking	event
jest	communication;event
jiao	measure
jibe	communication
jiffy	measure
jiggle	event
jihad	event
jillion	measure
jingle	communication;event
jingoism	attribute;event
jinks	event
jinnee	psychological feature
jinni	psychological feature
jitter	event
jitterbug	event;psychological feature
jitteriness	attribute
jitters	attribute
jiujitsu	event
jive	communication;psychological feature
jnd	psychological feature
jobbery	attribute
jocoseness	attribute
jocosity	attribute;communication
jocularity	attribute;communication;event
jocundity	attribute
jog	attribute;event
jogging	event
join	attribute;group
joining	event
jointure	event;relation
joke	attribute;communication;event
jollification	event
jolliness	attribute
jollity	attribute
jolt	event
jostle	event
jostling	event
jot	communication;measure
jotting	communication
joule	measure
jounce	event
journalese	communication
journey	event
journeying	event
joust	event
joviality	attribute
joy	attribute;psychological feature
joyfulness	attribute
joylessness	attribute
joyousness	attribute
joyride	event
jubilance	attribute
jubilancy	attribute
jubilation	attribute;communication;event;group
jubilee	measure
judgement	attribute;communication;event;psychological feature
judgeship	event
judging	psychological feature
judgment	attribute;communication;event;psychological feature
judicatory	group
judicature	event;group
judiciary	group
judiciousness	attribute;psychological feature
judo	event
jugful	measure
juggle	event
jugglery	event
juggling	event
juiciness	attribute
jujitsu	event
jujutsu	event
jumpiness	attribute
jumping	event
jumpstart	event
juncture	attribute;event
junketing	event
junta	group
junto	group
jurisprudence	group;psychological feature
jury	group
justification	communication;event;psychological feature
justness	attribute
jut	attribute;event
jutting	event
juvenility	attribute
k	communication
kabala	communication
kabbala	communication
kabbalah	communication
kabbalism	event
kagura	event;psychological feature
kalemia	attribute
kaliuresis	psychological feature
kaluresis	psychological feature
kapeika	measure
kaph	communication
kappa	communication
karaoke	event;psychological feature
karat	measure
karate	event
karma	event
karyotype	attribute
katharsis	event
katzenjammer	attribute;event
kayo	event
kb	measure
kbit	measure
kc	relation
keen	communication
keenness	attribute;psychological feature
keeping	event
kegful	measure
keloid	psychological feature
kelpy	psychological feature
kelter	attribute
kelvin	measure
ken	psychological feature
kenning	communication
keno	event
kenosis	psychological feature
keratalgia	psychological feature
keratectasia	attribute
keratitis	psychological feature
keratoacanthoma	attribute
keratocele	attribute
keratoconjunctivitis	psychological feature
keratoconus	attribute
keratoderma	attribute
keratodermia	attribute
keratoiritis	psychological feature
keratomalacia	psychological feature
keratonosis	attribute
keratonosus	attribute
keratoplasty	event
keratoscleritis	psychological feature
keratoscopy	event
keratosis	attribute
keratotomy	event
kerfuffle	attribute
kernicterus	psychological feature
kerugma	event
kerygma	event
ketoacidosis	attribute
ketoaciduria	psychological feature
ketonemia	psychological feature
ketonuria	psychological feature
ketosis	psychological feature
kettleful	measure
keycard	communication
keynote	communication;psychological feature
keystroke	event
kg	measure
khi	communication
khoum	measure
khz	relation
ki	attribute
kibbutz	group
kibe	attribute
kibibit	measure
kibibyte	measure
kibit	measure
kick	attribute;event;psychological feature
kickback	relation
kicking	event
kickoff	event;measure
kidnapping	event
kilderkin	measure
killing	event;relation
kilo	measure
kilobit	measure
kilobyte	measure
kilocalorie	measure
kilocycle	relation
kilogram	measure
kilohertz	relation
kiloliter	measure
kilolitre	measure
kilometer	measure
kilometrage	measure
kilometre	measure
kiloton	measure
kilovolt	measure
kilowatt	measure
kilter	attribute
kina	measure
kinaesthesia	psychological feature
kinaesthesis	psychological feature
kinanesthesia	psychological feature
kind	psychological feature
kindergarten	group
kindheartedness	attribute
kindliness	attribute
kindness	attribute;event
kindred	group
kinematics	psychological feature
kinesiology	psychological feature
kinesthesia	psychological feature
kinesthesis	psychological feature
kinesthetics	psychological feature
kinetics	psychological feature
kinetosis	attribute;psychological feature
kinfolk	group
kingship	attribute
kinsfolk	group
kinship	relation
kip	event;measure
kismat	event
kismet	event
kith	group
kittee	event
klavern	group
kleptomania	psychological feature
klick	measure
klondike	event
kludge	group
km	measure
km/h	relation
km/s	relation
knack	psychological feature
knavery	event
kneel	event
kneeling	event
knell	event
knighthood	group
knightliness	psychological feature
knock	event;psychological feature
knockdown	event
knocking	event
knottiness	attribute
know	psychological feature
knowing	psychological feature
knowingness	psychological feature
knowledge	psychological feature
knowledgeability	attribute
knowledgeableness	attribute
knuckleball	event
knucklebones	event
knuckler	event
koan	communication
kobo	measure
koine	communication
koinonia	group
kolkhoz	group
kopeck	measure
kopek	measure
kopiyka	measure
kor	measure
koruna	measure
kos	measure
kosherness	attribute
kotow	communication;event
kowtow	communication;event
kph	relation
kraurosis	psychological feature
krona	measure
krone	measure
kroon	measure
kt	measure
kudos	communication
kuru	attribute
kurus	measure
kv	measure
kw	measure
kwacha	measure
kwai	measure
kwanza	measure
kwashiorkor	attribute
kwela	communication
kyat	measure
kyphosis	attribute
l	communication;measure
la	relation
labial	relation
labiodental	relation
laboriousness	attribute
labyrinthitis	psychological feature
laceration	attribute;event
lack	attribute
laconicism	communication
laconism	communication
lacrosse	event
lactosuria	attribute
ladylikeness	attribute
lagniappe	relation
lagophthalmos	attribute
lah	relation
lahar	event
laity	group
lakh	measure
lallation	attribute;communication
lam	event
lambdacism	attribute
lambency	attribute
lambert	measure
lamedh	communication
lameness	attribute
lament	communication
lamentation	communication;event
lamia	psychological feature
laminectomy	event
laminitis	psychological feature
lampoon	communication
lancers	event;psychological feature
landholding	relation
landler	communication;event;psychological feature
landslide	event
landslip	event
langley	measure
langsyne	attribute
language	communication;psychological feature;relation
lankiness	attribute
lanthanide	group
lanthanoid	group
lanthanon	group
laparocele	attribute
laparoscopy	event
laparotomy	event
lapful	measure
lapidation	event
lapse	event;measure
lapsing	event
larcenous	attribute
larceny	event
large	attribute
largeness	attribute;psychological feature
largess	attribute;relation
largesse	attribute;relation
larghetto	communication
largo	communication
lari	measure
laryngectomy	event
laryngismus	event
laryngitis	psychological feature
laryngopharyngitis	psychological feature
laryngospasm	event
laryngostenosis	attribute
laryngotracheobronchitis	psychological feature
lasciviousness	attribute
lashings	measure
lassitude	attribute
lastingness	attribute
latency	attribute;measure
lateness	attribute
lateral	psychological feature
lateralisation	psychological feature
laterality	attribute;psychological feature
lateralization	psychological feature
latest	communication
latria	event
lats	measure
latter	attribute
laudability	attribute
laudableness	attribute
laugh	communication
laughter	communication;event
launching	event
laundering	event
laurels	attribute;communication
lavage	event
lavation	event
lavishness	attribute;event
law	communication;event;group;psychological feature
lawcourt	group
lawfulness	attribute
lawlessness	attribute
lawmaking	event
lawsuit	event
laxity	attribute
laxness	attribute
lay	communication
layoff	event
layout	event;psychological feature
layover	event
layup	event
laziness	attribute;event
lazuline	attribute
lb	measure
lbf.	measure
lcm	psychological feature
leaders	group
leadership	attribute;event;group;psychological feature
league	group;measure
leakage	event
leakiness	attribute
lean	relation
leaner	event
leaning	attribute;event;psychological feature;relation
leanness	attribute
leap	event;relation
leapfrog	event
leaping	event
learnedness	psychological feature
learning	psychological feature
lease	communication;measure;relation
leasehold	relation
least	attribute
leave	communication;event;measure
leaving	event
lebensraum	relation
lecherousness	attribute
lecture	communication;event
lectureship	event
lecturing	event
lede	communication
leer	attribute;communication
leftism	psychological feature
leftover	relation
legacy	relation
legalese	communication
legalisation	event
legalism	psychological feature
legality	attribute
legalization	event
legateship	event
legation	event;group
legend	communication
leger	communication
legerdemain	event
legerity	attribute
legibility	attribute
legion	group
legislating	event
legislation	event;group
legislatorship	event
legislature	group
legitimacy	attribute
legitimation	event
legs	attribute
leiomyoma	attribute
leiomyosarcoma	attribute
leishmaniasis	attribute
leishmaniosis	attribute
leisure	event;measure
leisureliness	attribute
leitmotif	communication
leitmotiv	communication
lek	measure
lemniscate	attribute
lempira	measure
lending	event
lengthening	event
lengthiness	attribute;measure
lenience	attribute;event
leniency	attribute;event
lenity	attribute
leone	measure
lepidophobia	attribute
lepidopterology	psychological feature
lepidoptery	psychological feature
leprechaun	psychological feature
leprosy	attribute
leptomeningitis	attribute
leptospirosis	attribute
leptotene	measure
leresis	attribute
lesion	attribute
lessening	event
lesson	communication;event
let	event
letdown	attribute
lethality	attribute
lethargy	attribute
lettercard	communication
lettering	communication
letterpress	communication
letters	psychological feature
letting	relation
letup	measure
leu	measure
leucaemia	attribute
leucocytosis	attribute
leucoma	attribute
leucopenia	attribute
leucotomy	event
leukaemia	attribute
leukemia	attribute
leukocytosis	attribute
leukoderma	attribute
leukoencephalitis	psychological feature
leukoma	attribute
leukopenia	attribute
leukotomy	event
lev	measure
levelheadedness	attribute
leveling	event
levelness	attribute
leveraging	event
levirate	psychological feature
levity	attribute
levorotation	event
levy	event;relation
lewdness	attribute
lexeme	relation
lexicography	event
lexicology	psychological feature
lexicostatistics	psychological feature
lexis	psychological feature
li	measure
liabilities	relation
liability	attribute
liaison	attribute;event
libation	event;measure
libel	communication
liberalisation	event
liberalism	psychological feature
liberality	attribute;psychological feature
liberalization	event
liberalness	attribute;psychological feature
liberation	event
libertarianism	psychological feature
libertinism	attribute
liberty	attribute;event;measure
libido	attribute
librarianship	event
libretto	communication
licence	attribute;communication
license	attribute;communication;event
licentiousness	attribute;event
licitness	attribute
licking	event
lied	communication
lieu	event
lieutenancy	event
lifelessness	attribute
lifesaving	event
lifespan	measure
lifestyle	attribute
lifetime	measure
lifework	event
liftoff	event
ligation	event
lightening	event
lighterage	event;relation
lightheadedness	attribute;psychological feature
lightheartedness	attribute
lightlessness	attribute
lightness	attribute
lightsomeness	attribute
ligne	measure
like	psychological feature
likelihood	attribute
likeliness	attribute
likening	event
liking	attribute
likuta	measure
lilangeni	measure
lilt	attribute
limbo	attribute;psychological feature
limen	psychological feature
limerick	communication
limitation	attribute;event;measure;psychological feature
limitedness	attribute
limiting	relation
limitlessness	attribute
limnology	psychological feature
limp	event
limpidity	attribute
limping	attribute
limpness	attribute
linage	measure;relation
lindy	event;psychological feature
lineage	attribute;group;measure;relation
linearity	attribute
linemen	group
lineup	communication;group
lingam	communication
lingering	event
lingo	communication
lingual	relation
linguistics	psychological feature
lipaemia	psychological feature
lipectomy	event
lipemia	psychological feature
lipidaemia	psychological feature
lipidemia	psychological feature
lipidosis	attribute
lipochondrodystrophy	attribute
lipogram	communication
lipoidaemia	psychological feature
lipoidemia	psychological feature
lipoma	attribute
lipomatosis	attribute
liposarcoma	attribute
liposuction	event
lipreading	event
liquidation	event
lira	measure
lisp	attribute
lissomeness	attribute
list	communication;relation
listenership	group
listening	event
listeriosis	attribute
listing	communication;event
listlessness	attribute
lit	psychological feature
litany	event
litas	measure
liter	measure
literacy	psychological feature
literal	communication
literalism	psychological feature
literalness	attribute
literati	group
literature	communication;event;psychological feature
litheness	attribute
lithiasis	attribute
lithography	communication;event
lithology	psychological feature
lithomancy	psychological feature
lithotomy	event
litigation	event
litigiousness	attribute
litotes	communication
litre	measure
little	measure
littleness	attribute
liturgics	psychological feature
liturgiology	psychological feature
liturgy	event
livedo	attribute
livelihood	relation
liveliness	attribute;event
liveness	attribute
lividity	attribute
lividness	attribute
living	attribute;group;psychological feature;relation
lm	measure
loads	measure
loafing	event
loan	relation
loanblend	relation
loaning	event
loanword	relation
loathing	attribute
loathsomeness	attribute
lob	event
lobbyism	event
lobectomy	event
lobotomy	event
lobularity	attribute
localisation	event;psychological feature
localism	communication;psychological feature
localization	event;psychological feature
localness	attribute;relation
locating	event
locative	group
lockdown	event
locking	event
lockjaw	attribute
lockout	event
lockstep	event
locoism	attribute
locomotion	attribute;event
locution	communication
lodgement	attribute;communication
lodgment	attribute;communication
loftiness	attribute
logagraphia	attribute
logarithm	communication
logbook	communication
logginess	attribute
logging	event
logic	psychological feature
logicality	attribute
logicalness	attribute
logicism	psychological feature
loginess	attribute
logion	communication
logistics	event
logjam	attribute;group
logo	communication
logogram	communication
logograph	communication
logomachy	communication
logomania	psychological feature
logorrhea	psychological feature
logotype	communication
logrolling	event
lohan	psychological feature
loneliness	attribute
lonesomeness	attribute
longanimity	attribute
longevity	attribute
longhand	communication
longing	attribute
longness	attribute;measure
longsightedness	attribute
longueur	measure
longways	event;psychological feature
look	attribute;event
looking	event
loonie	measure
looseness	attribute;event;psychological feature
loosening	event
loot	measure;relation
looting	event
lope	event
lopsidedness	attribute
loquaciousness	attribute
loquacity	attribute
lordliness	attribute;event
lordolatry	event
lordosis	attribute
lordship	attribute
lore	psychological feature
losings	relation
losses	relation
lost	group
loti	measure
lots	measure
lottery	event
lotto	event
lotusland	attribute
loudness	attribute
lousiness	attribute
loutishness	attribute
loveliness	attribute
lovesickness	attribute
lovingness	attribute
lowercase	communication
lowering	event
lowliness	attribute
lowness	attribute
loyalty	attribute;event
luau	event;group
lubrication	attribute;event
lubricity	attribute
lucidity	attribute
lucidness	attribute
luckiness	attribute
lucrativeness	attribute
lucre	measure;relation
lucubration	communication;psychological feature
ludo	event
ludology	psychological feature
lues	attribute
luging	event
lugubriousness	attribute
lukewarmness	attribute;measure
lullaby	communication;event
lulz	psychological feature
lumbago	psychological feature
lumbering	event
luminance	attribute
luminism	group
luminosity	attribute
luminousness	attribute
lumma	measure
lumpectomy	event
lumpenproletariat	group
lumpiness	attribute
lunacy	attribute;event
lunation	measure
lunchtime	psychological feature
lunge	event
lupus	attribute
lurch	event
luridness	attribute;communication
lusciousness	attribute
lushness	attribute
lust	attribute;event
luster	attribute
lusterlessness	attribute
lustfulness	attribute
lustiness	attribute
lustre	attribute
lustrelessness	attribute
lustrum	event;measure
lux	measure
luxation	event
luxuria	event
luxuriance	attribute
luxuriation	event
luxuriousness	attribute
luxury	attribute
lwei	measure
lx	measure
lycanthrope	psychological feature
lycanthropy	attribute
lycee	group
lying	event
lymphadenitis	psychological feature
lymphadenoma	attribute
lymphadenopathy	attribute
lymphangiectasia	attribute
lymphangiectasis	attribute
lymphangiography	event
lymphangioma	attribute
lymphangitis	psychological feature
lymphedema	attribute;psychological feature
lymphocytopenia	attribute
lymphocytosis	attribute
lymphogranuloma	attribute;psychological feature
lymphography	event
lymphoma	attribute
lymphopenia	attribute
lymphuria	psychological feature
lynching	event
lyric	communication
lyricality	attribute
lyricism	attribute
lysinemia	attribute
lysogenicity	attribute
lysogeny	attribute
lyssa	attribute
m	communication;measure
m'lady	communication
machination	psychological feature
machismo	attribute
macrencephaly	attribute
macro	communication
macrobiotics	psychological feature
macrocephaly	attribute
macrocytosis	attribute
macroeconomics	psychological feature
macroglossia	attribute
macron	communication
macumba	attribute;communication;group;psychological feature
madame	relation
madness	attribute;psychological feature
madrasa	group
madrasah	group
madrigal	communication
maelstrom	event
maffia	group
mafia	group
magenta	attribute
magic	event;psychological feature
magistracy	event
magistrature	event
maglev	event
magnanimity	attribute
magnanimousness	attribute
magnetics	psychological feature
magnetohydrodynamics	psychological feature
magneton	measure
magnificence	attribute
magniloquence	communication
magnitude	attribute;relation
mahjong	event
maidenhood	measure
maidenliness	attribute
maidhood	measure
maidism	attribute
mailing	event;group
maimed	group
mainstream	psychological feature
maintenance	event;relation
majesty	attribute
majority	attribute;measure
majors	group
majuscule	communication
make	event;psychological feature
makeover	event
makeready	event
makeshift	event
malacia	attribute
malacology	psychological feature
malacophily	event
maladjustment	attribute
maladroitness	psychological feature
malady	attribute
malaise	attribute
malaprop	communication
malapropism	communication
malaria	attribute
malarkey	communication
malarky	communication
malediction	event
maleficence	attribute
maleness	attribute
malevolence	attribute
malevolency	attribute
malfeasance	event
malformation	attribute;event
malfunction	event
malice	attribute
maliciousness	attribute
malignance	attribute
malignancy	attribute
malignity	attribute
malignment	communication
malingering	event
malleability	attribute
malnourishment	attribute
malnutrition	attribute
malocclusion	attribute
malodor	psychological feature
malodorousness	attribute
malodour	psychological feature
malposition	relation
malpractice	event
malted	measure
maltreatment	event
malversation	event
malware	communication
mambo	event;psychological feature
mammalogy	psychological feature
mammography	event
mammon	attribute
mammothermography	event
manageability	attribute
manageableness	attribute
management	event;group
managership	event
manana	attribute
manat	measure
mandamus	communication
manduction	event
maneuver	event;psychological feature
maneuverability	attribute
manfulness	attribute
manga	communication
mange	attribute
manginess	attribute
manhood	attribute;event
manhunt	event
mania	attribute;psychological feature
manicure	event
manifest	communication
manifestation	communication;event
manifesto	communication
manipulability	attribute
manipulation	event
manipulativeness	psychological feature
manliness	attribute
manner	attribute;psychological feature
mannerism	attribute;event
manners	attribute
manoeuvrability	attribute
manoeuvre	event;psychological feature
manpower	group
manslaughter	event
mantichora	psychological feature
manticora	psychological feature
manticore	psychological feature
mantiger	psychological feature
mantissa	measure
mantra	communication
manufacture	event
manufacturing	event
manumission	event
manuscript	communication
mapmaking	event
mapping	event;relation
mar	attribute
marasmus	attribute
marathon	event
maraud	event
marauding	attribute
marbleisation	attribute
marbleising	attribute
marbleization	attribute
marbleizing	attribute
marbles	event;psychological feature
marching	event
margin	attribute;relation
marginalia	communication
marginality	relation
marginocephalian	group
mariachi	group
mariticide	event
marketing	event
markka	measure
marksmanship	psychological feature
markup	communication;relation
marque	relation
marriage	attribute;event;group
marriageability	attribute
marshalship	event
martyrdom	event
marvel	event
masculine	group
masculinity	attribute
masochism	attribute
masque	event;group
massacre	event
massage	event
masse	event
masses	group
massiveness	attribute
mastalgia	psychological feature
mastectomy	event
mastering	event;psychological feature
mastership	event;psychological feature
masterstroke	event
mastery	attribute;event
mastication	event
mastitis	psychological feature
mastoidectomy	event
mastoiditis	psychological feature
mastopathy	attribute
mastopexy	event
matchlessness	attribute
matchmaking	event
matchup	event
materialism	attribute;psychological feature
materiality	attribute;relation
maternalism	attribute;event
maternity	attribute;relation
mates	group
math	psychological feature
mathematics	psychological feature
maths	psychological feature
matinee	event
matins	psychological feature
matriarchate	group
matriarchy	group
matric	event
matriculation	event
matrilineage	relation
matrilineality	psychological feature
matrimony	attribute;event
matronymic	relation
matsyendra	attribute
matt	attribute
matureness	attribute
maturity	attribute;measure
maund	measure
mauve	attribute
mawkishness	attribute
maxim	communication
maximation	event
maximisation	event
maximization	event
maxwell	measure
mayhem	event
mayidism	attribute
mayoralty	event
mazopathy	attribute
mazurka	communication;event;psychological feature
mcg	measure
meagerness	attribute
meagreness	attribute
mealtime	psychological feature
mean	psychological feature
meander	attribute;event
meaning	communication;psychological feature
meaningfulness	attribute
meaninglessness	attribute;communication
meanness	attribute
meantime	measure
meanwhile	measure
mearstone	communication
measles	attribute
measurability	attribute
measurement	event
measuring	event
meatpacking	event
mebibit	measure
mebibyte	measure
mechanics	event;psychological feature
mechanisation	attribute;event
mechanization	attribute;event
medal	communication
meddlesomeness	attribute
meddling	event
medevac	event
mediacy	attribute
median	psychological feature
mediant	communication
mediateness	attribute
mediation	communication;event
medical	event
mediety	measure
medievality	attribute
meditation	psychological feature
meditativeness	attribute
medivac	event
medley	communication
meed	relation
meekness	attribute
meerestone	communication
meet	event
meg	measure
megabit	measure
megabucks	relation
megabyte	measure
megacardia	psychological feature
megacephaly	attribute
megacycle	relation
megadeath	event
megaflop	measure
megahertz	relation
megahit	event
megalocardia	psychological feature
megalocephaly	attribute
megalohepatia	attribute
megalomania	attribute
megaton	measure
megawatt	measure
megillah	event
megohm	measure
megrim	psychological feature
megrims	attribute
melagra	psychological feature
melancholia	attribute
melange	group
melanism	attribute
melanoderma	attribute
melanoma	attribute
melanosis	attribute
melasma	psychological feature
meld	event
melee	event
meliorism	psychological feature
mellowness	attribute;psychological feature
melodiousness	attribute
melodrama	communication
melody	communication;psychological feature
meltability	attribute
mem	communication
membership	attribute;group
meme	psychological feature
memento	psychological feature
memetics	psychological feature
memo	communication
memoir	communication
memorabilia	communication
memorability	attribute
memoranda	communication
memorandum	communication
memorialisation	event;group
memorialization	event;group
memorisation	psychological feature
memorization	psychological feature
men	group
menage	group
menarche	event
mendacity	attribute
mendicancy	attribute;event
mendicity	attribute
meningioma	attribute
meningism	psychological feature
meningitis	attribute
meningocele	attribute
meningoencephalitis	attribute;psychological feature
meniscectomy	event
menopause	attribute
mensuration	event
mentalism	psychological feature
mentality	psychological feature
mentation	psychological feature
mention	communication
meow	event
meq	attribute;measure
meralgia	psychological feature
mercantilism	event;group
mercenariness	attribute
merchantability	attribute
mercifulness	attribute;event
mercilessness	attribute
mercy	attribute;event
merestone	communication
meretriciousness	attribute
merger	event
merging	event
merit	attribute
meritocracy	group;psychological feature
meritoriousness	attribute
mermaid	psychological feature
merman	psychological feature
meromelia	attribute
meronym	relation
meronymy	relation
merriment	attribute;event
merriness	attribute
merrymaking	event
mesalliance	attribute
meshugaas	event
mesmerism	event
mesomorphy	attribute
mesothelioma	attribute
message	communication
messaging	event
messiahship	event
messiness	attribute
metacenter	psychological feature
metacentre	psychological feature
metacyesis	attribute
metadata	group
metaknowledge	psychological feature
metalanguage	communication
metalepsis	communication
metallicity	attribute
metallurgy	psychological feature
metalworking	event
metamathematics	psychological feature
metamorphopsia	attribute
metaphase	measure
metaphor	communication
metaphysics	psychological feature
metarule	event
metascience	psychological feature
metastability	attribute
meteorology	communication;psychological feature
method	event;psychological feature
methodicalness	attribute
methodology	psychological feature
metical	measure
meticulosity	attribute
meticulousness	attribute
metier	attribute;event
metonym	relation
metonymy	communication
metralgia	psychological feature
metre	attribute;communication;measure
metric	measure;relation
metrication	event
metrics	psychological feature
metrification	event
metritis	psychological feature
metro	group
metrology	psychological feature
metronymic	relation
metroptosis	attribute
metrorrhagia	attribute
mettle	attribute
mettlesomeness	attribute
mezuza	communication
mezuzah	communication
mg	measure
mho	measure
mi	measure;relation
miaou	event
miaow	event
miasm	attribute
miasma	attribute
miaul	event
mickle	measure
microbar	measure
microbiology	psychological feature
microblog	communication
microbrachia	attribute
microcephalus	attribute
microcephaly	attribute
microcode	communication
microcosm	psychological feature
microcytosis	attribute
microeconomics	psychological feature
microelectronics	psychological feature
microfarad	measure
microgauss	measure
microgram	measure
micrometre	measure
micrometry	event
micromicron	measure
micromillimeter	measure
micromillimetre	measure
micron	measure
micropaleontology	psychological feature
microradian	measure
microscopy	event
microsecond	measure
microsurgery	event
microtoponym	relation
microvolt	measure
midafternoon	measure
midday	psychological feature
midline	attribute
midnight	psychological feature
midplane	attribute
midspread	psychological feature
midsummer	attribute
midterm	event;measure
midwatch	measure
midweek	measure
midwifery	event;psychological feature
midwinter	measure
mien	attribute
miff	attribute
might	attribute
mightiness	attribute
migraine	psychological feature
migration	event;group
mikagura	event;psychological feature
mikvah	event
mil	measure
milage	relation
mile	event;measure
